Address,Category,Name,Phone,Price,Rating,Reviews
"52 Belden Pl,San Francisco,CA,94104","American (New),Gastropubs,Venues & Event Spaces",Toy Soldier,(415) 906-9048,$11-30,3.5,163
"133 6th St,San Francisco,CA,94103",Falafel,Falafelland,(415) 424-1552,$11-30,5.0,199
"1075 California St,San Francisco,CA,94108","Lounges,American (New),Breakfast & Brunch",The Big 4,(415) 771-1140,$31-60,4.0,657
"1 Ferry Building,Ste 6,San Francisco,CA,94111","Ice Cream & Frozen Yogurt,Salad,Burgers",Gott's Roadside,(415) 318-3423,$11-30,3.5,2685
"642 Clement St,San Francisco,CA,94118","Pubs,Burgers,Tapas Bars",Richmond Republic Draught House,(415) 702-6069,$11-30,4.0,379
"531 Haight St,San Francisco,CA,94117","Japanese,Sushi Bars",Hot Zushi,(415) 863-8638,$11-30,4.5,150
"4827 Mission St,San Francisco,CA,94112","Hawaiian,Barbeque",Hawaiian Drive Inn,(415) 586-9382,Under $10,4.0,365
"4243 18th St,San Francisco,CA,94114","Sushi Bars,Japanese",Takara Sushi,(415) 626-7864,$11-30,3.5,313
"919 Divisadero St,San Francisco,CA,94115","Breakfast & Brunch,Southern,Cajun/Creole",Brenda's Meat & Three,(415) 926-8657,$11-30,4.0,1094
"705 Divisadero St,San Francisco,CA,94117","Barbeque,Burgers,Sandwiches",4505 Burgers & BBQ - San Francisco,(415) 231-6993,$11-30,3.5,1572
"1434 18th St,San Francisco,CA,94107","Breakfast & Brunch,American (Traditional),Halal",Cracked & Battered,(415) 926-8645,$11-30,4.5,692
"398 7th St,San Francisco,CA,94103","Sports Bars,American (Traditional),Chicken Wings",Rumors,(415) 741-9691,$11-30,4.0,260
"476 Castro St,San Francisco,CA,94114","Wine Bars,French",Blush!,(415) 558-0893,$11-30,4.0,307
"121 9th St,San Francisco,CA,94103",Ethiopian,Moya,(415) 431-5544,$11-30,4.0,375
"205 Oak St,San Francisco,CA,94102","Japanese,Sushi Bars",O-Toro Sushi,(415) 553-3986,$11-30,4.0,802
"600 The Embarcadero,San Francisco,CA,94107","American (Traditional),Breakfast & Brunch",Delancey Street Restaurant,(415) 512-5179,$11-30,4.0,1596
"945 Cole St,San Francisco,CA,94117","Pizza,Breakfast & Brunch,Italian",Bambino's Ristorante,(415) 731-1343,$11-30,4.0,557
"145 2nd St,San Francisco,CA,94105","Pizza,Italian,Sandwiches",Jersey,(415) 912-1502,$11-30,4.0,441
"1535 Haight St,San Francisco,CA,94117",Pizza,Slice House Haight by Tony Gemignani,(415) 552-2520,$11-30,4.0,258
"495 Jefferson St,San Francisco,CA,94109","Seafood,Cocktail Bars",Blue Mermaid Restaurant,(415) 771-2222,$11-30,3.5,809
"20 Cosmo Pl,San Francisco,CA,94109","Vietnamese,Venues & Event Spaces,French",Le Colonial,(415) 931-3600,$31-60,3.5,1666
"1601 Howard St,San Francisco,CA,94103","Asian Fusion,Wine Bars,Sri Lankan",1601 Bar & Kitchen,(415) 552-1601,$31-60,4.0,278
"252 California St,San Francisco,CA,94111","Middle Eastern,Cocktail Bars,Wine Bars",Michael Mina,(415) 397-9222,$31-60,4.0,1228
"373 Broadway,San Francisco,CA,94133",American (New),Coi,(415) 393-9000,Above $61,4.0,786
"San Francisco,CA,94104","Filipino,Food Trucks,Asian Fusion",Señor Sisig,(855) 747-4455,$11-30,4.0,1592
"865 Market St,San Francisco,CA,94103",,NooBowl,,,4.0,8
"530 Valencia St,San Francisco,CA,94110",Salvadoran,Panchitas Pupuseria,(415) 913-7273,$11-30,4.0,43
"2809 24th St,San Francisco,CA,94110","Japanese,Sushi Bars,Soup",Kazan,(415) 282-2001,$11-30,4.0,411
"165 O'Farrell St,San Francisco,CA,94102","French,American (New)",O' by Claude Le Tohic,(628) 222-7627,Above $61,5.0,56
"8 Kenneth Rexroth Pl,San Francisco,CA,94133",Chinese,Eight Tables by George Chen,(415) 788-8788,Above $61,4.5,123
"100 Hooper St,Ste 4,San Francisco,CA,94107","Breweries,Cocktail Bars,American (New)",The Seven Stills Brewery & Distillery,(415) 757-0178,$11-30,4.0,70
"1335 Fulton St,Ste 101,San Francisco,CA,94117","Japanese,Sushi Bars",jū-ni,(415) 655-9924,Above $61,4.5,311
"701 Columbus Ave,San Francisco,CA,94133",Italian,Da Flora-A Venetian Osteria,(415) 981-4664,$31-60,4.0,299
"2814 19th St,San Francisco,CA,94110","Breakfast & Brunch,American (New),Diners",Universal Cafe,(415) 821-4608,$11-30,4.0,1358
"250 4th St,Ground Fl,Virgin Hotels,San Francisco,CA,94103",,Commons Club,(415) 534-6500,,4.0,86
"1353 Taraval St,San Francisco,CA,94116","Bubble Tea,Cafes,Korean",Stix,(415) 463-6577,Under $10,4.5,79
"501 6th St,San Francisco,CA,94103",Vietnamese,Turtle Tower,(415) 904-9888,$11-30,3.5,667
"1319 9th Ave,San Francisco,CA,94122",Thai,Sriracha Thai Cuisine,(415) 564-7722,$11-30,4.0,181
"2001 Taraval St,San Francisco,CA,94116",Korean,Shin Toe Bul Yi,(415) 566-9221,$11-30,4.0,610
"680 Folsom St,San Francisco,CA,94107",,ALX by Alexander's Steakhouse,(415) 266-1111,,3.5,157
"620 Gough St,San Francisco,CA,94102",Sushi Bars,Robin,,Above $61,4.0,365
"1815 Market St,San Francisco,CA,94103","Sushi Bars,Japanese",Sushi Zone,(415) 621-1114,$11-30,4.0,1040
"533 Jones St,San Francisco,CA,94102","Burgers,Chicken Wings,Halal",Halal Wings Plus,(415) 440-7786,$11-30,4.0,452
"1098 Sutter St,San Francisco,CA,94109","Middle Eastern,Halal,Arabian",Yemeni Restaurant,(415) 441-8832,$11-30,4.0,442
"1509 Hyde St,San Francisco,CA,94109","Seafood,Live/Raw Food",Hyde Street Seafood House And Raw Bar,(415) 931-3474,$11-30,3.5,766
"401 Columbus Ave,San Francisco,CA,94133","Pizza,Sicilian",Trattoria Pinocchio,(415) 392-1472,$11-30,3.5,848
"415 Brannan St,San Francisco,CA,94107","Thai,Ramen",Sun and Moon,(415) 872-9555,$11-30,4.5,146
"3071 16th St,San Francisco,CA,94103",Mexican,Pancho Villa Taqueria,(415) 864-8840,Under $10,4.0,2606
"430 Broadway St,San Francisco,CA,94133","Hot Pot,Chinese",Fondue Chinoise,(415) 217-8888,$11-30,3.5,89
"2417 California St,San Francisco,CA,94115","Breakfast & Brunch,French,American (New)",Curbside Cafe,(415) 929-9030,$11-30,4.0,739
"1574 California St,San Francisco,CA,94109","Vietnamese,Asian Fusion",Cordon Bleu,(415) 673-5637,Under $10,4.0,1068
"500 Church St,San Francisco,CA,94114",,Mauerpark,(415) 525-4429,,4.5,66
"425 Mission St,Salesforce Transit Plz,San Francisco,CA,94105",,Boutique Crenn X Cubert,,,4.5,7
"658 Market St,San Francisco,CA,94104","Sushi Bars,Bars,Tapas/Small Plates",GINTO Izakaya Japonaise,(415) 530-2466,$11-30,3.5,602
"3036 16th St,San Francisco,CA,94103",Mexican,Taqueria Los Coyotes,(415) 861-3708,$11-30,3.5,904
"422 Geary St,San Francisco,CA,94102",,Tonton Restaurant,,,4.0,52
"575 Mission St,San Francisco,CA,94105","Seafood,Asian Fusion,Hawaiian",Roy's Restaurant,(415) 777-0277,$31-60,4.0,2293
"3044 Taraval St,San Francisco,CA,94116","Sports Bars,Chicken Wings,Burgers",After Hours,(415) 890-4618,$11-30,4.5,111
"1234 Noriega St,San Francisco,CA,94122","Japanese,Sushi Bars",Fujiyama-Ya Japanese Restaurant,(415) 665-1772,$11-30,4.0,547
"1506 Fillmore St,San Francisco,CA,94115",Korean,Arang Restaurant,(415) 775-9095,$11-30,3.5,618
"4041 Judah St,San Francisco,CA,94122",Thai,Thai Cottage Restaurant,(415) 566-5311,$11-30,4.0,230
"510 Green St,San Francisco,CA,94133","Italian,Pizza",Sodini's Green Valley Restaurant,(415) 291-0499,$11-30,4.0,916
"2623 San Bruno Ave,San Francisco,CA,94134",Ramen,Ramen House,(415) 988-7929,$11-30,4.0,102
"198 5th St,San Francisco,CA,94103","Burgers,Irish Pub",The Chieftain Irish Pub & Restaurant,(415) 625-0436,$11-30,4.0,871
"1355 Market St,San Francisco,CA,94103","Italian,Pasta Shops,Cooking Classes",Tortellino,(628) 235-7927,$11-30,4.5,21
"1713 Taraval St,San Francisco,CA,94116",Dim Sum,Kingdom of Dumpling,(415) 566-6143,Under $10,3.5,2071
"599 Castro St,San Francisco,CA,94114","Thai,Noodles",Thai House Express,(415) 864-5000,$11-30,3.5,594
"685 3rd St,San Francisco,CA,94107",Gastropubs,Woodbury,(415) 475-9398,$11-30,4.0,213
"200 Jefferson St,San Francisco,CA,94133","Food Stands,Seafood,Soup",Fisherman's Wharf  Chowder and Crab Sidewalk Stands,,$11-30,3.5,396
"1655 Divisadero St,San Francisco,CA,94115",Vietnamese,My Father's Kitchen,(415) 829-2610,$11-30,3.5,463
"507 Divisadero St,San Francisco,CA,94117","Wine Bars,American (New),Beer Bar",Wine Kitchen,(415) 525-3485,$11-30,4.0,182
"555 2nd St,San Francisco,CA,94107","Cocktail Bars,Gastropubs",Lord George,(415) 660-7633,$11-30,4.0,265
"624 Post St,San Francisco,CA,94109","Italian,Desserts,Pizza",Fino Ristorante & Bar,(415) 928-2080,$31-60,4.0,1167
"781 Broadway,San Francisco,CA,94133",,Taishan Cuisine,(415) 788-2288,,5.0,4
"531 Castro St,San Francisco,CA,94114","Burgers,Bars,American (Traditional)",Hamburger Mary's,(415) 580-7145,$11-30,3.0,288
"532 Green St,San Francisco,CA,94133","Ethiopian,Eritrean,American (Traditional)",Massawa Restaurant,(415) 621-4129,$11-30,4.5,271
"130 Townsend St,San Francisco,CA,94107","Mexican,Lounges,Cocktail Bars",Tres Tequila Lounge & Mexican Kitchen,(415) 227-0500,$11-30,3.0,1657
"762 Divisadero St,San Francisco,CA,94117","Bars,American (Traditional)",Fly Bar,(415) 780-1630,$11-30,4.0,750
"855 Divisadero St,San Francisco,CA,94117",Mexican,El Rancho Grande,(415) 673-8226,$11-30,4.0,363
"2435 Clement St,San Francisco,CA,94121",Szechuan,Yiyi's Mandarin Kitchen,(415) 702-6109,$11-30,4.0,43
"1454 Grant Ave,San Francisco,CA,94133",French,Cafe Jacqueline,(415) 981-5565,$31-60,4.0,655
"3091 16th St,San Francisco,CA,94103","Salvadoran,Mexican",Panchita's Restaurant,(415) 431-4232,$11-30,4.0,697
"1140 Ocean Ave,San Francisco,CA,94112","Halal,Indian,Pakistani",Pakwan Restaurant,(415) 841-8400,$11-30,4.0,321
"430 Geary Blvd,San Francisco,CA,94102","Ramen,Noodles",Amami,(415) 829-2424,$11-30,4.0,209
"340 Stockton St,San Francisco,CA,94108","American (New),Indian,Bars",Campton Place,(415) 955-5555,Above $61,4.0,745
"450 Rhode Island St,Whole Foods Market 365,San Francisco,CA,94107","Burgers,Vegan,Gluten-Free",Next Level Burger,(415) 829-8485,$11-30,4.0,190
"2455 Mason St,San Francisco,CA,94133","Italian,Seafood",Pescatore,(415) 561-1111,$11-30,3.5,373
"155 Steuart St,San Francisco,CA,94105","American (Traditional),Bars,Breakfast & Brunch",Perry's - Embarcadero,(415) 495-6500,$11-30,3.5,783
"7001 Geary Blvd,San Francisco,CA,94121","Japanese,Sushi Bars",Kufuya Japanese Restaurant,(415) 668-8699,$11-30,4.0,537
"1551 Dolores St,San Francisco,CA,94110","Wine Bars,Cafes,Beverage Store",Noeteca Wine Bar,(415) 824-5524,$11-30,4.5,466
"819 Valencia St,San Francisco,CA,94110","Beer Bar,Sports Bars,Chicken Wings",The Brew Coop,,$11-30,4.5,221
"869 Geary St,San Francisco,CA,94109",Turkish,A La Turca Restaurant,(415) 345-1011,$11-30,4.0,815
"San Francisco,CA,94105",,Anomaly,(415) 871-3521,,5.0,47
"400 Post St,San Francisco,CA,94102","Steakhouses,Bars,Seafood",Morton's The Steakhouse,(415) 986-5830,Above $61,3.5,1244
"1734 Post St,San Francisco,CA,94115","Sushi Bars,Conveyor Belt Sushi",Hikari Sushi & Bar,(415) 872-9116,$11-30,3.5,209
"1728 Buchanan St,San Francisco,CA,94115",Ramen,Ramen Yamadaya,(415) 795-4164,$11-30,3.5,1441
"1303 Polk St,San Francisco,CA,94109","Moroccan,Halal,Middle Eastern",Aicha Moroccan Cuisine,(415) 345-9947,$11-30,4.0,494
"3349 18th St,San Francisco,CA,94110",Salvadoran,Balompie Cafe,(415) 648-9199,$11-30,4.0,653
"1920 Irving St,San Francisco,CA,94122","Szechuan,Noodles,Soup",Szechuan Cuisine,(415) 661-8322,$11-30,4.0,343
"155 Columbus Ave,San Francisco,CA,94133","Lounges,American (New)",Comstock Saloon,(415) 617-0073,$11-30,4.0,965
"248 Fillmore St,San Francisco,CA,94117","Bakeries,Desserts,French",Choux,(415) 757-0722,$11-30,4.0,208
"5937 Geary Blvd,San Francisco,CA,94121","Thai,Noodles",Khan Toke Thai House,(415) 668-6654,$11-30,4.0,624
"1 Market St,San Francisco,CA,94105",American (New),One Market Restaurant,(415) 777-5577,$31-60,3.5,1315
"838 Divisadero St,San Francisco,CA,94117","Italian,American (New)",Che Fico,(415) 416-6959,$31-60,3.5,500
"2217 Market St,San Francisco,CA,94114",Indian,Tara Indian Cuisine,(415) 861-6655,$11-30,4.0,349
"808 Divisadero St,San Francisco,CA,94117",Japanese,Hina Yakitori,(415) 757-0749,Above $61,4.0,32
"63 Ellis St,San Francisco,CA,94102","Steakhouses,Seafood",John's Grill,(415) 986-0069,$31-60,3.5,1297
"240 Front St,San Francisco,CA,94111","Pubs,German,Beer Bar",Schroeder's,(415) 421-4778,$11-30,3.5,489
"1494 California St,San Francisco,CA,94109",American (New),Olea,(415) 202-8521,$11-30,4.0,919
"3251 20th Ave,San Francisco,CA,94132","Pizza,Salad,Fast Food",Blaze Fast-Fire'd Pizza,(415) 242-6282,$11-30,3.5,607
"1101 Valencia St,San Francisco,CA,94110",Indian,Aditi Indian Cuisine,(415) 401-8959,$11-30,4.0,91
"5020 Geary Blvd,San Francisco,CA,94118","Thai,Seafood",Amphawa,(415) 221-2824,$11-30,4.0,465
"713 Clay St,San Francisco,CA,94108",Chinese,Sam Wo Restaurant,(415) 989-8898,Under $10,4.0,1057
"865 Market St,San Francisco,CA,94103","American (New),Cocktail Bars",Bazille,(415) 977-5155,$11-30,4.0,85
"10 29th St,San Francisco,CA,94110","Greek,Middle Eastern,Mediterranean",Goood Frikin Chicken,(415) 970-2428,$11-30,3.5,897
"2943 Mission St,San Francisco,CA,94110",Nicaraguan,El Rinconcito Nicaraguense,(415) 643-4620,$11-30,4.0,44
"2543 Noriega St,San Francisco,CA,94122","Karaoke,Taiwanese,Cantonese",Underground Grill King,(415) 753-9383,Under $10,4.0,78
"840 Ulloa St,San Francisco,CA,94127","Steakhouses,Burgers,American (Traditional)",Bullshead Restaurant,(415) 665-4350,$11-30,4.0,817
"Pier 3,Ste 102,San Francisco,CA,94111","American (New),Southern,Cocktail Bars",Hard Water,(415) 392-3021,$11-30,3.5,650
"1793 Haight St,San Francisco,CA,94117","Sushi Bars,Japanese",Ginza Sushi & Sake,(415) 742-0552,$11-30,4.0,479
"2240 Mission St,San Francisco,CA,94110",Burgers,WesBurger ‘N' More,(415) 745-9371,$11-30,4.0,576
"665 Townsend St,San Francisco,CA,94103","Sushi Bars,Japanese",Omakase,(415) 865-0633,Above $61,4.5,470
"160 Jefferson St,Fl 2,San Francisco,CA,94133","Bakeries,Beer, Wine & Spirits,Seafood",Bistro Boudin,(415) 351-5561,$11-30,3.5,887
"San Francisco,CA,94129",,Pye,(415) 830-4660,,4.5,33
"5336 Geary Blvd,San Francisco,CA,94121","Ramen,Noodles",Ichiraku Ramen,(415) 813-0878,$11-30,4.0,243
"24 Willie Mays Plz,AT&T Park,San Francisco,CA,94107","Seafood,Food Stands",Crazy Crab'z,,$11-30,4.0,232
"524 Castro St,San Francisco,CA,94114","Sushi Bars,Japanese",Wasabi Bistro,(415) 817-9617,$11-30,4.0,458
"3000 20th St,San Francisco,CA,94110",American (New),Central Kitchen,(415) 826-7004,$31-60,3.5,587
"5037 Geary Blvd,San Francisco,CA,94118",Szechuan,Sichuan Home,(415) 221-3288,$11-30,4.0,462
"301 Mission St,San Francisco,CA,94105","American (New),Cocktail Bars",International Smoke San Francisco,(415) 543-7474,$31-60,4.0,1254
"295 Terry A Francois Blvd,San Francisco,CA,94158","Seafood,American (New),Breakfast & Brunch",ATwater Tavern,(415) 512-7153,$11-30,3.5,332
"34 Mason St,San Francisco,CA,94102","Gastropubs,Beer Bar,Breakfast & Brunch",Mikkeller Bar,(415) 984-0279,$11-30,4.0,1229
"161 Steuart St,San Francisco,CA,94105","Sushi Bars,Japanese",Ozumo,(415) 882-1333,$31-60,3.5,2202
"1000 Bush St,San Francisco,CA,94109","Pizza,Coffee & Tea,Bakeries",Gusto Pinsa Romana,(415) 678-5339,$11-30,5.0,289
"2500 Washington St,San Francisco,CA,94115",French,Chouquet's,(415) 359-0075,$11-30,3.5,596
"1512 Stockton St,San Francisco,CA,94133",Italian,North Beach Restaurant,(415) 889-2947,$11-30,3.5,837
"680 Clay St,San Francisco,CA,94111",Ramen,Hinodeya Downtown,,$11-30,4.5,145
"San Francisco,CA,94103",,Kiss My Seoul,(626) 823-8999,,5.0,28
"511 Laguna St,San Francisco,CA,94102","Sushi Bars,Japanese",Domo,(415) 861-8887,$11-30,4.0,890
"532 Jones St,San Francisco,CA,94102","Pakistani,Indian",Shalimar,(415) 928-0333,$11-30,4.0,1431
"646 Washington St,San Francisco,CA,94111","Dim Sum,Seafood",Golden Saba Seafood,(415) 658-7336,$11-30,4.5,152
"707 Ellis St,San Francisco,CA,94109","Chinese,Vietnamese,Noodles",Hai Ky Noodles,(415) 771-2577,$11-30,4.5,952
"3109 16th St,San Francisco,CA,94103",Mediterranean,Truly Mediterranean,(415) 252-7482,Under $10,4.0,1203
"960 Grant Ave,San Francisco,CA,94108","Cantonese,Seafood,Noodles",Hong Kong Clay Pot Restaurant,(415) 989-2638,$11-30,4.0,901
"270 Columbus Ave,San Francisco,CA,94133","Italian,Seafood,Pizza",È Tutto Qua,(415) 989-1002,$11-30,4.0,2179
"1469 18th St,San Francisco,CA,94107","Peruvian,Cocktail Bars,Breakfast & Brunch",Mochica,(415) 278-0480,$11-30,4.0,518
"775 Valencia St,San Francisco,CA,94110","Bars,American (New)",Curio,(415) 551-7306,$11-30,4.0,105
"3801 17th St,San Francisco,CA,94114","Korean,Asian Fusion,Specialty Food",Saucy Asian,(415) 834-5555,$11-30,4.0,294
"708 Post St,San Francisco,CA,94109",Burgers,Pearl's Deluxe Burgers,(415) 409-6120,$11-30,4.0,2191
"5176 3rd St,San Francisco,CA,94124","Soul Food,Seafood,Southern",Frisco Fried,(415) 822-1517,$11-30,4.0,416
"1650 Balboa St,San Francisco,CA,94121","Tapas/Small Plates,Ramen,Asian Fusion",Kaiju Cooks,(415) 221-6288,$11-30,4.5,96
"288 Connecticut St,San Francisco,CA,94107",Vietnamese,Sunflower Vietnamese Restaurant,(415) 861-2336,$11-30,3.5,772
"635 Clay St,San Francisco,CA,94111",Italian,Mangia Tutti Ristorante,(415) 788-2088,$11-30,4.0,434
"9 Pier,Ste 111,San Francisco,CA,94111",,Shack 15,(415) 359-0791,,5.0,2
"3176 17th St,San Francisco,CA,94110","Bowling,Breakfast & Brunch,Cocktail Bars",Mission Bowling Club,(415) 863-2695,$11-30,4.0,606
"545 Mission St,San Francisco,CA,94105","American (New),Bars",Salt House,(415) 543-8900,$31-60,3.5,1729
"226 Kearny St,San Francisco,CA,94108","Japanese,Sushi Bars,Asian Fusion",Sushirrito,(415) 544-9868,$11-30,4.0,1514
"660 Howard St,San Francisco,CA,94105","Chinese,Asian Fusion",Fang,(415) 777-8568,$11-30,3.5,1622
"2110 Irving St,San Francisco,CA,94122","Chinese,Noodles",Yuanbao Jiaozi,(415) 702-6506,Under $10,4.0,316
"3213 Scott St,San Francisco,CA,94123","American (New),Italian,Cocktail Bars",Maybeck's,(415) 400-8500,$31-60,4.0,308
"4166 24th St,San Francisco,CA,94114",,Bon AppeTikka,(415) 648-4416,,4.5,54
"203 Parnassus Ave,San Francisco,CA,94117","Middle Eastern,Mediterranean",Taboun,(415) 566-9696,Under $10,4.0,259
"2237 Powell St,San Francisco,CA,94133","Burgers,Bars",Burger Shack,(415) 523-6818,$11-30,4.5,253
"201 Spear St,Ste 120,San Francisco,CA,94105","Japanese,Beer, Wine & Spirits",Gozu,(415) 523-9745,Above $61,4.5,37
"401 Balboa St,San Francisco,CA,94118","Korean,Salad,Seafood",Muguboka Restaurant,(415) 668-6007,$11-30,4.0,767
"1946 Fillmore St,San Francisco,CA,94115","Japanese,Korean,Gluten-Free",Glaze Teriyaki,(415) 590-2199,$11-30,4.0,465
"1750 Divisadero St,San Francisco,CA,94115","Sports Bars,Burgers,Hot Dogs",San Francisco Athletic Club,(415) 923-8989,$11-30,4.0,236
"1615 McAllister St,San Francisco,CA,94115",Chinese,Kung Food,(415) 673-6688,$11-30,4.0,526
"San Francisco,CA,94124","Barbeque,Pop-Up Restaurants",Native Sons BBQ,(415) 890-5227,$11-30,4.5,32
"3161 24th St,San Francisco,CA,94110",,Great Gold,(415) 829-7814,,4.0,82
"528 Washington St,San Francisco,CA,94111",,Verjus,(415) 944-4600,,3.5,87
"550 Taylor St,San Francisco,CA,94102",Korean,Cocobang,(415) 292-5144,$11-30,3.5,918
"111 Mason St,San Francisco,CA,94102","American (New),Cocktail Bars,Steakhouses",Gibson,(415) 771-7709,$31-60,4.0,167
"3614 Balboa St,San Francisco,CA,94121","Vietnamese,Noodles",Kim Son Vietnamese Restaurant,(415) 221-3811,Under $10,4.0,711
"2598 Harrison St,San Francisco,CA,94110","Japanese,Sushi Bars",Sushi Hon,(415) 525-4527,Above $61,4.0,344
"2550 Mission St,San Francisco,CA,94110","Bars,Cinema,Dinner Theater",Alamo Drafthouse Cinema New Mission,(415) 549-5959,$11-30,3.5,858
"3170 16th St,San Francisco,CA,94103","Chinese,Vegetarian",Big Lantern,(415) 863-8100,$11-30,3.5,890
"149 Fell St,San Francisco,CA,94102","Mexican,Bars,Seafood",Cala,(415) 660-7701,$31-60,3.5,475
"451 Gough St,San Francisco,CA,94102","French,Wine Bars,Desserts",Monsieur Benjamin,(415) 403-2233,$31-60,4.0,929
"5454 Geary Blvd,San Francisco,CA,94121",Japanese Curry,Volcano,(415) 752-7671,Under $10,4.0,1150
"942 Geneva Ave,San Francisco,CA,94112","Pubs,Comfort Food,American (Traditional)",The Dark Horse Inn,(415) 469-5508,$11-30,4.5,313
"366 Golden Gate Ave,San Francisco,CA,94102","Korean,Soup,Noodles",Jin Mi Korean Cuisine,(415) 834-5007,$11-30,4.0,453
"1015 Battery St,San Francisco,CA,94111","Basque,French",Piperade,(415) 391-2555,$31-60,4.0,873
"484 Ellis St,San Francisco,CA,94102",Ethiopian,Tadu Ethiopian Kitchen,(415) 409-6649,$11-30,4.5,664
"1963 Sutter St,San Francisco,CA,94115","American (New),Seafood",Gardenias,(415) 621-7122,$31-60,4.0,133
"1601 Van Ness Ave,San Francisco,CA,94109",Steakhouses,Ruth's Chris Steak House,(415) 673-0557,$31-60,4.0,2122
"56 Belden Pl,San Francisco,CA,94104",,Tin Cactus,(415) 906-9048,,4.5,20
"125 Kearny St,San Francisco,CA,94108",Thai,Rooster & Rice,(415) 705-1500,$11-30,4.0,333
"393 Bay St,San Francisco,CA,94133",Thai,New Thai Elephant,(415) 818-8999,$11-30,4.5,81
"2250 Chestnut St,San Francisco,CA,94123","Mexican,Cocktail Bars",Tacolicious,(415) 649-6077,$11-30,3.5,1609
"836 Clement St,San Francisco,CA,94118","Malaysian,Singaporean,Asian Fusion",Lime Tree Southeast Asian Kitchen,(415) 831-8811,$11-30,4.0,324
"1358 Mason St,San Francisco,CA,94133",Italian,AltoVino,(415) 834-5766,$31-60,4.5,85
"140 New Montgomery St,San Francisco,CA,94105","American (New),Cocktail Bars",Trou Normand,(415) 975-0876,$31-60,4.0,558
"329 Kearny St,San Francisco,CA,94108","Mediterranean,Middle Eastern,Greek",Sababa,(415) 800-6853,$11-30,4.5,334
"1283 9th Ave,San Francisco,CA,94122","Sushi Bars,Japanese",Ebisu,(415) 566-1770,$11-30,4.0,1794
"737 Irving St,San Francisco,CA,94122","Latin American,Peruvian",Fresca,(415) 742-5727,$11-30,3.5,289
"150 Stockton St,San Francisco,CA,94108","American (New),Tea Rooms",The Rotunda,(415) 249-2720,$31-60,4.0,1676
"1634 Bush St,San Francisco,CA,94109","Japanese,Sushi Bars",Akira Japanese Restaurant,(415) 800-8498,$11-30,4.5,353
"406 Dewey Blvd,San Francisco,CA,94116","Sushi Bars,Japanese",Yoji Sushi House,(415) 681-0128,$11-30,4.0,263
"799 Valencia St,San Francisco,CA,94110",Mediterranean,Yasmin,(415) 724-1899,$11-30,4.5,57
"2419 3rd St,San Francisco,CA,94107","American (New),Wine Tasting Classes,Wine Bars",Ungrafted,(415) 814-2129,$31-60,4.0,94
"2953 Baker St,San Francisco,CA,94123","French,Breakfast & Brunch",Baker Street Bistro,(415) 931-1475,$11-30,4.0,610
"400 Grove St,San Francisco,CA,94102","American (New),Desserts,Salad",Little Gem,(415) 914-0501,$11-30,3.5,438
"92 Judah St,San Francisco,CA,94122","Asian Fusion,Thai",pomelo on Judah,(415) 731-6175,$11-30,4.0,436
"1328 18th St,San Francisco,CA,94107","Japanese,Sushi Bars",Umi,(415) 355-1328,$11-30,4.0,595
"2172 Market St,San Francisco,CA,94114",Breakfast & Brunch,Wooden Spoon,(415) 946-3005,$11-30,4.5,364
"2 Marina Blvd,Bldg C Ste 260,San Francisco,CA,94123","German,Gastropubs,Breakfast & Brunch",Radhaus,(415) 445-4556,$11-30,3.5,181
"2101 Sutter St,San Francisco,CA,94115","American (Traditional),Breakfast & Brunch,Burgers",Sweet Maple,(415) 655-9169,$11-30,4.5,3661
"39 Taylor St,San Francisco,CA,94102","Italian,Wine Bars,Barbeque",Dispensa Italian Charcoal Kitchen,(415) 896-4021,$31-60,4.5,99
"3750 Geary Blvd,San Francisco,CA,94118",Italian,Mescolanza,(415) 668-2221,$11-30,4.0,154
"2501 Mariposa St,San Francisco,CA,94110","American (New),Cocktail Bars,Desserts",The Morris,(415) 612-8480,$31-60,4.5,254
"1326 9th Ave,San Francisco,CA,94122","Breweries,American (New),Breakfast & Brunch",Social Kitchen & Brewery,(415) 681-0330,$11-30,3.5,959
"1640 Post St,Fl 2,San Francisco,CA,94115","Korean,Barbeque",Yakiniq,(415) 441-9292,$11-30,3.0,1391
"206 Valencia St,San Francisco,CA,94103",,Sushi Shio,(415) 529-1030,,4.0,41
"4039 18th St,San Francisco,CA,94114","Chicken Shop,Thai",Rooster & Rice,(415) 346-9700,$11-30,4.0,28
"1123 Taraval,San Francisco,CA,94116",,Dumpling Specialist,(415) 640-1403,,4.5,96
"3409 Geary Blvd,San Francisco,CA,94118","Sushi Bars,Ramen,Izakaya",Kaiju Eats Ramen and Izakaya,(415) 742-4309,$11-30,4.0,754
"685 Townsend St,San Francisco,CA,94103","Mediterranean,Turkish",Saffron 685,(415) 863-2285,$11-30,4.0,739
"1279 Fulton St,San Francisco,CA,94117",Indian,Saffron Grill,(415) 567-5100,$11-30,4.0,523
"3465 19th St,San Francisco,CA,94110","Cuban,Sandwiches",Media Noche,(415) 655-3904,$11-30,4.0,373
"696 Geary St,San Francisco,CA,94102",Thai,OSHA Thai Noodle Cafe,(415) 673-2368,$11-30,3.5,1653
"3420 Geary Blvd,San Francisco,CA,94118","Burgers,American (New),Beer Bar",Native Burger,(415) 682-4197,$11-30,4.5,243
"100 Van Ness Ave,San Francisco,CA,94102",American (New),Corridor Restaurant,(415) 834-5684,$11-30,4.0,387
